,newind,Cand_Name,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Coverage_End_Date,Party_Committee_Contribution,Cand_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Coverage_Start_Date
1317,NH02,"FLANAGAN, JACK",REP,CHALLENGER,23325.13,22642.61,682.52,12/31/2018,0.0,0.0,11542.61,0.0,01/01/2017
141,NJ01,"TOMASZEWSKI, SCOT JOHN",DEM,CHALLENGER,34568.55,34568.0,0.0,12/31/2018,0.0,34618.0,34568.0,0.0,04/01/2017
541,NJ01,"NORCROSS, DONALD W",DEM,INCUMBENT,2194158.29,1503682.38,789938.58,12/31/2018,16.33,0.0,1296270.1,99462.67,01/01/2017
305,NJ01,"DILKS, PAUL E",REP,CHALLENGER,13998.0,13985.83,12.17,12/31/2018,1100.0,0.0,12985.83,0.0,04/01/2018
618,NJ02,"ZARYCH, JOHN",REP,OPEN,135271.75,135271.75,0.0,04/01/2018,0.0,2271.75,2271.75,0.0,01/01/2018
1033,NJ02,"THOM, SEAN A",DEM,OPEN,11980.36,11980.36,0.0,06/30/2018,0.0,679.55,7871.97,0.0,01/01/2017
1297,NJ02,"GROSSMAN, SETH",REP,OPEN,314048.06,308650.87,5274.19,12/31/2018,5900.0,50.0,299474.93,0.0,01/01/2018
429,NJ02,"TURKAVAGE, ROBERT MR.",REP,OPEN,10527.0,10526.0,0.0,09/30/2018,0.0,1037.0,10241.0,0.0,01/18/2018
225,NJ02,"FIOCCHI, SMAUEL",REP,OPEN,68129.02,68129.02,0.0,06/30/2018,0.0,4133.45,18129.02,0.0,01/01/2018
1072,NJ02,"SINGH, HIRSH",REP,OPEN,165993.74,165993.74,0.0,12/31/2018,0.0,19513.74,143971.64,0.0,01/01/2018
1816,NJ02,"BENFER, WILLIAM R MR.",UN,OPEN,40.0,530.53,-165.53,12/31/2018,0.0,0.0,530.53,0.0,04/01/2018
670,NJ02,"CUNNINGHAM, WILLIAM",DEM,OPEN,78063.15,78062.57,0.0,09/30/2018,0.0,0.0,77312.57,0.0,01/01/2018
370,NJ02,"VAN DREW, JEFF",DEM,OPEN,1897308.6,1893108.28,4200.32,12/31/2018,5169.7,0.0,1742120.84,0.0,10/01/2017
984,NJ02,"YOUNGBLOOD, TANZIE",DEM,OPEN,114751.62,114016.74,734.88,12/31/2018,0.0,0.0,112673.74,0.0,07/18/2017
1815,NJ02,"KLEINMAN, NATHAN I",DEM,OPEN,95158.2,94594.11,564.59,12/31/2018,0.0,0.0,73362.91,0.0,04/01/2018
736,NJ02,"FITZHERBERT, BRIAN THOMAS",REP,OPEN,16980.57,16980.57,0.0,05/16/2018,0.0,0.0,16980.57,0.0,01/01/2018
1516,NJ03,"KIM, ANDY",DEM,CHALLENGER,6439534.88,6375721.12,63813.76,12/31/2018,1000.0,1260.32,6270601.08,0.0,04/01/2017
1227,NJ03,"MACARTHUR, THOMAS",REP,INCUMBENT,4784732.83,4764500.11,27563.54,12/31/2018,0.0,0.0,4581130.49,7330.82,01/01/2017
613,NJ04,"REYNOLDS, BRIAN J.",UN,CHALLENGER,4357.44,3560.15,-269.5,11/26/2018,0.0,0.0,2713.33,0.0,04/01/2018
1817,NJ04,"SMITH, CHRISTOPHER H",REP,INCUMBENT,1320632.79,1550010.36,43011.37,12/31/2018,555.0,0.0,1530238.36,272388.94,01/01/2017
1818,NJ04,"KEADY, JAMES",DEM,CHALLENGER,292908.73,286997.72,7050.04,12/31/2018,0.0,0.0,283712.72,1139.03,01/01/2017
1073,NJ04,"STOLER, FELICIA",REP,CHALLENGER,24317.0,23097.07,1219.93,12/31/2018,0.0,0.0,23097.07,0.0,01/01/2018
344,NJ04,"WELLE, JOSH",DEM,CHALLENGER,1856255.36,1851243.84,5011.52,12/31/2018,0.0,17320.94,1841269.61,0.0,09/25/2017
417,NJ05,"SARNOSKI, JASON",REP,CHALLENGER,75998.51,61558.99,14439.52,12/31/2018,0.0,1037.0,60808.99,0.0,04/01/2017
1498,NJ05,"GOTTHEIMER, JOSH",DEM,INCUMBENT,7000275.53,2936325.74,4143034.85,12/31/2018,6373.55,0.0,2759459.59,79085.06,01/01/2017
1561,NJ05,"MCCANN, JOHN JOSEPH MR. JR.",REP,CHALLENGER,937707.84,936653.3,1054.54,12/31/2018,2700.0,500.0,934844.06,0.0,08/22/2017
1074,NJ05,"LONEGAN, STEVEN",REP,CHALLENGER,1557334.29,1554562.9,2771.39,12/31/2018,0.0,5400.0,758826.98,0.0,07/01/2017
1425,NJ06,"PEZZULLO, RICHARD J.",REP,CHALLENGER,108375.0,51205.89,57169.11,12/31/2018,1000.0,1350.0,39315.89,0.0,04/01/2018
837,NJ06,"PALLONE, FRANK JR",DEM,INCUMBENT,2810634.88,1722276.51,2127577.21,12/31/2018,26.04,0.0,1238893.64,1039220.84,01/01/2017
878,NJ07,"MALINOWSKI, TOM",DEM,CHALLENGER,6306928.1,6246478.55,60449.55,12/31/2018,5000.0,0.0,6188716.04,0.0,09/23/2017
1819,NJ07,"JOIS, GOUTAM UMESH MR.",DEM,CHALLENGER,421834.08,422465.77,834.98,12/31/2018,0.0,2987.74,271037.77,0.0,07/01/2017
1107,NJ07,"JACOB, PETER",DEM,CHALLENGER,141436.23,156316.14,0.0,10/15/2018,0.0,0.0,139436.81,14879.91,01/01/2017
139,NJ07,"MOXLEY, DIANE",GRE,CHALLENGER,5731.0,5229.0,501.0,11/26/2018,1525.0,0.0,4805.0,0.0,01/01/2018
192,NJ07,"LANCE, LEONARD",REP,INCUMBENT,2650511.07,2747582.63,63170.42,12/31/2018,0.0,0.0,2578010.88,160241.98,01/01/2017
1,NJ07,"BROWN, LINDSAY CHRISTINE MRS.",REP,CHALLENGER,4365.06,7357.5,-2992.44,10/19/2018,0.0,0.0,7357.5,0.0,02/18/2017
1562,NJ07,"WEBER, LINDA",DEM,CHALLENGER,387134.63,379308.49,7826.14,12/31/2018,0.0,3836.54,296577.24,0.0,04/01/2017
402,NJ07,"PRINGLE, DAVID",DEM,CHALLENGER,60134.0,54424.48,5709.52,03/31/2018,0.0,70.0,53424.48,0.0,12/01/2017
259,NJ07,"SALMON, SCOTT",DEM,CHALLENGER,96501.4,58993.96,33507.44,12/31/2018,0.0,0.0,47654.2,0.0,04/01/2017
1279,NJ07,"MANDELBLATT, LISA",DEM,CHALLENGER,696836.72,635099.42,61737.3,12/31/2018,0.0,7333.4,360246.56,0.0,04/01/2017
1771,NJ08,"MUNIZ, JOHN R",REP,CHALLENGER,5953.72,5953.72,0.0,12/14/2018,2000.0,502.72,5464.33,0.0,04/01/2018
0,NJ08,"SIRES, ALBIO",DEM,INCUMBENT,460108.57,596546.56,158849.09,12/31/2018,0.0,0.0,437542.51,290287.08,01/01/2017
783,NJ09,"PASCRELL, WILLIAM J. JR.",DEM,INCUMBENT,1717516.39,1413307.05,1639244.43,12/31/2018,44.54,0.0,1020252.83,1335035.09,01/01/2017
697,NJ09,"WILDES, MICHAEL",DEM,CHALLENGER,32159.21,4271.7,783875.72,12/31/2018,0.0,0.0,4271.7,755988.21,01/01/2017
1668,NJ10,"PAYNE, DONALD M., JR.",DEM,INCUMBENT,538431.11,568615.06,44788.76,12/31/2018,1500.0,0.0,568615.06,74972.71,01/01/2017
326,NJ11,"GHEE, ANTONY",REP,OPEN,110605.19,110605.19,0.0,06/30/2018,0.0,347.15,107905.19,0.0,01/01/2018
1786,NJ11,"HEWITT, MARTIN",REP,OPEN,18887.99,18887.99,0.0,12/31/2018,0.0,2364.98,18862.99,0.0,04/01/2017
1891,NJ11,"HARRIS, TAMARA",DEM,OPEN,1011027.85,1011027.85,0.0,07/31/2018,0.0,457130.0,956224.18,0.0,08/09/2017
1270,NJ11,"DE NEUFVILLE, PETER",REP,OPEN,1316801.72,1300823.92,15977.8,12/31/2018,0.0,0.0,1275216.07,0.0,04/01/2018
451,NJ11,"BARTLETT, JOHN",DEM,OPEN,286699.81,87624.4,199075.41,12/31/2018,0.0,820.9,78965.4,0.0,07/01/2017
455,NJ11,"ALLOCCO, PATRICK S KD2-ONW",REP,OPEN,15500.0,19047.03,0.0,10/14/2018,0.0,0.0,18047.03,0.0,01/01/2018
1103,NJ11,"COBERT, MITCHELL",DEM,OPEN,132391.7,132391.7,0.0,10/03/2018,0.0,1688.33,132261.89,0.0,10/01/2017
2166,NJ11,"SHERRILL, REBECCA MICHELLE",DEM,OPEN,8610281.63,8168084.08,445119.69,12/31/2018,7745.66,1800.0,7793595.8,0.0,04/01/2017
537,NJ11,"WEBBER, JAY",REP,OPEN,1669131.56,1646820.97,22310.59,12/31/2018,0.0,0.0,1642984.39,0.0,01/01/2018
542,NJ12,"COLEMAN, BONNIE WATSON",DEM,INCUMBENT,916386.21,846026.64,149372.42,12/31/2018,0.0,0.0,615377.58,79012.85,01/01/2017
290,NJ12,"KIPNIS, DARYL",REP,CHALLENGER,24783.35,24708.35,75.0,12/31/2018,0.0,0.0,23383.35,0.0,11/09/2016
1076,NM01,"SEDILLO LOPEZ, ANTOINETTE",DEM,OPEN,1067042.16,1067042.16,0.0,12/31/2018,0.0,21971.61,1054138.64,0.0,04/01/2017
1984,NM01,"HEITNER, JESSE ANDREW DR.",DEM,OPEN,4757.0,4750.0,5.0,05/24/2018,0.0,167.0,4650.0,0.0,01/01/2018
600,NM01,"MARTINEZ, DAMON P",DEM,OPEN,757679.56,756604.88,974.68,12/31/2018,0.0,4087.59,698496.4,0.0,07/01/2017
1281,NM01,"MOYA, PAUL",DEM,OPEN,212632.86,211116.42,1516.44,12/31/2018,0.0,25252.21,168436.42,0.0,10/01/2017
306,NM01,"HAALAND, DEBRA",DEM,OPEN,2207240.87,2187367.02,19873.85,12/31/2018,0.0,3005.0,1851749.66,0.0,04/01/2017
1692,NM01,"LARA, DAMIAN",DEM,OPEN,477889.7,477889.7,0.0,09/12/2018,0.0,12135.88,471677.06,0.0,05/30/2017
825,NM01,"ARNOLD-JONES, JANICE E",REP,OPEN,319022.65,319022.65,0.0,12/04/2018,50.0,3596.6,316046.75,0.0,05/01/2017
936,NM01,"ABRAMS, JOHN E.",DEM,OPEN,442.0,404.97,37.03,03/31/2018,0.0,0.0,416.45,0.0,04/01/2017
712,NM01,"DINGE, DENNIS",DEM,OPEN,35993.63,35993.63,0.0,12/31/2017,0.0,4158.83,32165.32,0.0,04/01/2017
401,NM01,"DAVIS, PATRICK",DEM,OPEN,393987.79,386403.49,4632.56,12/31/2018,0.0,0.0,372580.46,0.0,04/01/2017
719,NM01,"CHAVEZ, ANN E",DEM,OPEN,21077.41,21077.41,0.0,01/27/2018,0.0,4346.0,19897.41,0.0,07/01/2017
1259,NM01,"PRINCETON, LLOYD JOSEPH",LIB,OPEN,74339.88,74239.83,0.0,12/12/2018,500.0,0.0,74225.63,0.0,10/01/2017
218,NM02,"TORRES SMALL, XOCHITL",DEM,OPEN,4810435.04,4641990.04,168445.0,12/31/2018,5000.0,0.0,4576962.63,0.0,01/01/2018
266,NM02,"SALAS, ANDREW E BRIG GEN",REP,OPEN,163951.56,163951.56,0.0,03/31/2018,0.0,2700.0,33991.15,0.0,10/01/2017
1257,NM02,"MARTINEZ, TONY",DEM,OPEN,29497.5,29497.5,0.0,10/27/2017,0.0,0.0,27273.5,0.0,07/01/2017
663,NM02,"VOLPATO, JOHNNY SILVIO MR JR",REP,OPEN,81400.11,81400.11,0.0,06/30/2018,0.0,31242.42,78065.11,0.0,07/01/2017
690,NM02,"ZUBIA, ADOLFO AREOLA",DEM,OPEN,23747.83,23006.91,-50.0,12/31/2017,0.0,0.0,19121.91,0.0,07/01/2017
1787,NM02,"NEWMAN, MONTY",REP,OPEN,886783.38,886783.38,0.0,12/31/2018,0.0,25094.5,740282.38,0.0,09/01/2017
166,NM02,"BAAKE, DAVID",DEM,OPEN,78982.99,78982.99,0.0,06/26/2018,0.0,1415.98,75981.86,0.0,04/01/2017
1485,NM02,"PENA, ANGEL DAMIAN",DEM,OPEN,14901.78,14901.78,0.0,06/30/2018,0.0,90.0,8561.78,0.0,12/22/2017
1421,NM02,"HERRELL, STELLA YVETTE",UNK,OPEN,1511999.34,1341381.29,170618.05,12/31/2018,5200.0,6564.98,1300388.39,0.0,07/01/2017
631,NM02,"GRIFFIN, CLAYBURN",REP,OPEN,11684.73,11684.73,0.0,09/30/2018,0.0,4695.05,8322.3,0.0,01/01/2018
1874,NM02,"CLARKSON, GAVIN",REP,OPEN,182336.0,182336.44,0.0,08/24/2018,0.0,0.0,133886.44,0.0,01/01/2018
1016,NM02,"HILDEBRANDT, LORI MADELINE",DEM,OPEN,224250.51,217765.44,6485.07,12/31/2018,0.0,0.0,207804.8,0.0,01/01/2017
762,NM03,"MANNING, CHRISTOPHER",LIB,CHALLENGER,7956.79,7243.62,-128.48,12/31/2018,0.0,3883.42,7243.62,1691.3,01/01/2018
1910,NM03,"LUJAN, BEN R MR.",DEM,INCUMBENT,1963783.67,2352262.18,380709.26,12/31/2018,51.35,0.0,1458444.99,769187.77,01/01/2017
733,NV01,"D'SILVA, REUBEN",DEM,CHALLENGER,88033.43,69761.47,10278.42,06/30/2018,0.0,2180.36,67775.6,956.2,01/01/2017
767,NV01,"TITUS, DINA",DEM,INCUMBENT,755128.78,793261.5,210616.66,12/31/2018,0.0,0.0,542753.3,248749.38,01/01/2017
149,NV02,"FOGARTY, PATRICK",DEM,CHALLENGER,169040.0,169040.0,0.0,07/02/2018,0.0,10000.0,21578.37,0.0,01/01/2018
2043,NV02,"AMODEI, MARK EUGENE EUGENE",REP,INCUMBENT,1253236.34,1105499.66,292933.19,12/31/2018,2000.0,0.0,1009574.76,145196.51,01/01/2017
1878,NV02,"ANGLE, SHARRON E",REP,CHALLENGER,52940.03,35514.07,17540.97,12/31/2018,0.0,0.0,35514.07,996.02,10/01/2017
784,NV02,"SHEPHERD, RICK",DEM,CHALLENGER,37136.46,26852.37,12835.9,12/31/2018,0.0,30000.0,26444.0,2551.81,01/01/2017
765,NV02,"KOBLE, CLINT MATTHEW MR.",DEM,CHALLENGER,161796.18,162414.07,-617.89,12/31/2018,0.0,0.0,153006.63,0.0,07/01/2017
1366,NV02,"ALM, VANCE STEVEN",DEM,CHALLENGER,3600.0,3183.5,416.5,03/31/2018,0.0,2500.0,3183.5,0.0,10/03/2017
230,NV03,"FARAHI, HERMON",DEM,OPEN,38441.72,38441.72,0.0,03/31/2018,0.0,0.0,28616.11,0.0,10/01/2017
1141,NV03,"MCKEON, DAVID OWEN",REP,OPEN,77680.3,77680.3,0.0,07/31/2018,1000.0,0.0,75023.68,0.0,07/01/2017
392,NV03,"SEAMAN, VICTORIA",REP,OPEN,222464.86,210307.03,12157.83,11/26/2018,0.0,0.0,145582.03,0.0,07/01/2017
1395,NV03,"PINJUV, GUY",DEM,OPEN,1600.0,3440.94,0.0,07/01/2018,0.0,0.0,2849.26,1840.94,01/01/2018
785,NV03,"TEIJEIRO, ANNETTE",REP,OPEN,125877.07,113308.24,10129.91,12/31/2018,0.0,0.0,13308.24,-2438.92,01/01/2017
83,NV03,"TACHE, LYNDA",REP,OPEN,51459.35,51459.35,0.0,12/08/2017,0.0,2779.96,38334.96,0.0,07/01/2017
672,NV03,"CARTER, PATRICK",REP,OPEN,9538.83,8295.37,0.0,07/01/2018,0.0,1000.0,6594.51,0.0,01/01/2018
1541,NV03,"GUMINA, TONY DR",NNE,OPEN,1200.0,229.79,970.21,06/30/2018,0.0,200.0,229.79,0.0,01/01/2018
432,NV03,"WEISS, MICHAEL",DEM,OPEN,10070.75,8798.86,4.86,06/23/2018,0.0,2000.0,8770.66,325.0,01/01/2017
1673,NV03,"LOVE, JOHN DENNIS",DEM,OPEN,21235.51,21310.93,0.0,12/31/2018,0.0,100.0,19234.03,0.0,07/01/2017
771,NV03,"MORTENSEN, MICHELLE",REP,OPEN,138283.18,138215.9,67.28,12/31/2018,0.0,0.0,107510.9,0.0,10/01/2017
1892,NV03,"JONES, STEPHANIE",REP,OPEN,3849.0,3849.0,0.0,07/20/2018,0.0,1149.0,3849.0,0.0,10/01/2017
527,NV03,"HAMMOND, SCOTT",REP,OPEN,290689.03,290689.03,0.0,09/30/2018,0.0,0.0,276104.36,0.0,07/01/2017
2015,NV03,"LEE, SUSIE",DEM,OPEN,5087840.82,5075147.2,12693.62,12/31/2018,7691.86,11060.08,4986564.3,0.0,07/01/2017
2044,NV04,"HORSFORD, STEVEN ALEXZANDER",DEM,OPEN,2283287.27,2255315.24,27972.03,12/31/2018,0.0,2500.0,2239810.87,0.0,01/01/2018
1544,NV04,"STEPHENS, ALLISON A",DEM,OPEN,50031.42,30400.15,19631.27,06/30/2018,0.0,12929.88,30295.72,0.0,01/01/2018
333,NV04,"VILELA, AMY",DEM,OPEN,198206.51,198206.51,0.0,12/31/2018,0.0,0.0,176884.1,0.0,07/01/2017
598,NV04,"TOWNSEND, WILLIAM BILL MILLER",REP,OPEN,30397.6,30397.6,0.0,06/30/2018,0.0,0.0,30397.6,0.0,01/01/2018
475,NV04,"SPEARMAN, PATRICIA",DEM,OPEN,183092.07,183091.58,0.49,09/30/2018,0.0,200.0,163450.58,0.0,01/01/2018
478,NV04,"HARDY, CRESENT",REP,OPEN,903033.08,889839.7,13193.38,12/31/2018,10000.0,0.0,864675.09,0.0,01/01/2018
1543,NV04,"WEGNER, KENNETH A",REP,OPEN,6777.83,6752.92,24.91,06/30/2018,0.0,3000.0,6752.92,0.0,04/01/2018
2164,NV04,"ANZALONE, JOHN ANTHONY DR.",DEM,OPEN,91250.5,89162.45,2138.05,12/31/2018,0.0,0.0,64162.45,50.0,01/01/2018
1223,NV04,"GIBBS, DAVID",REP,OPEN,30330.0,30330.0,0.0,08/28/2018,0.0,0.0,30330.0,0.0,01/01/2018
275,NY01,"VILORIA-FISHER, VIVIAN M",DEM,CHALLENGER,281511.39,281511.39,0.0,07/31/2018,0.0,10891.3,165157.41,0.0,04/01/2017
1987,NY01,"GERSHON, PERRY",DEM,CHALLENGER,5075781.84,5075628.25,153.59,12/31/2018,0.0,580996.63,5004816.69,0.0,07/01/2017
123,NY01,"DIMASI, ELAINE DR. PHD",DEM,CHALLENGER,104203.6,100540.89,3662.71,06/30/2018,0.0,4.0,90073.21,0.0,07/01/2017
2086,NY01,"ZELDIN, LEE M",REP,INCUMBENT,4485878.94,4834395.99,24570.69,12/31/2018,1250.0,0.0,4792074.07,373087.74,01/01/2017
1368,NY01,"PECHEFSKY, DAVID",DEM,CHALLENGER,303457.9,303415.63,42.27,12/31/2018,0.0,14000.0,260174.41,0.0,07/01/2017
1412,NY01,"BROWNING, KATE M.",DEM,CHALLENGER,580578.79,580578.79,0.0,12/31/2018,0.0,0.0,527020.47,0.0,10/12/2017
142,NY01,"HENRY, BRENDON T",DEM,CHALLENGER,13038.0,11005.0,1868.0,12/31/2018,0.0,0.0,7992.0,0.0,06/30/2017
105,NY02,"GRECHEN SHIRLEY, LIUBOV LIUBA",DEM,CHALLENGER,1979326.23,1960531.45,18794.78,12/31/2018,0.0,0.0,1740665.44,0.0,10/01/2017
1369,NY02,"GOMES, TIM",DEM,CHALLENGER,1215182.3,1215182.3,0.0,12/31/2018,0.0,0.0,143050.0,0.0,07/01/2017
1258,NY02,"GREGORY, DUWAYNE",DEM,CHALLENGER,168557.32,171994.49,0.0,12/31/2018,0.0,0.0,171904.49,3437.17,01/01/2017
216,NY02,"SAX, MIKE",DEM,CHALLENGER,39117.58,39053.58,0.0,03/31/2018,0.0,39014.58,39053.58,0.0,03/01/2017
292,NY02,"THOMAS, KEVIN",DEM,CHALLENGER,9920.0,5180.44,4739.56,03/31/2018,0.0,0.0,5180.44,0.0,01/01/2018
2045,NY02,"KING, PETE",REP,INCUMBENT,1335477.48,3183657.13,819931.93,12/31/2018,0.0,0.0,3105669.32,2668111.58,01/01/2017
480,NY03,"DEBONO, DAN",REP,CHALLENGER,454278.18,454227.34,50.84,12/31/2018,0.0,32000.0,453209.95,0.0,07/01/2017
1283,NY03,"KAIMAN, JON",DEM,CHALLENGER,45351.0,49035.62,2203.71,06/30/2017,0.0,0.0,49035.62,5888.33,01/01/2017
1746,NY03,"SAUBERMAN, JOSHUA A",IND,CHALLENGER,15311.21,17426.17,-2114.96,12/31/2018,0.0,0.0,14726.17,0.0,05/04/2017
60,NY03,"SUOZZI, THOMAS",DEM,INCUMBENT,2741694.89,1483584.61,1320976.28,12/31/2018,0.0,0.0,1312886.31,62866.0,01/01/2017
678,NY03,"MICHAILIDIS, CONSTANTINOS",NNE,CHALLENGER,3213.39,3213.39,0.0,01/15/2018,0.0,2700.0,3213.39,0.0,08/25/2017
1513,NY04,"RICE, KATHLEEN",DEM,INCUMBENT,1434531.95,1626663.42,293996.89,12/31/2018,88.46,0.0,1384364.8,486128.36,01/01/2017
1834,NY04,"BENNO, AMEER",REP,CHALLENGER,50169.0,50315.21,0.0,12/31/2018,0.0,300.0,50315.21,0.0,04/01/2018
1747,NY05,"CHOUDHURY, MIZANUR",DEM,CHALLENGER,35412.74,43443.84,-8031.1,12/31/2018,0.0,0.0,42498.84,0.0,01/01/2018
481,NY05,"MEEKS, GREGORY W.",DEM,INCUMBENT,1030879.34,1003125.77,151354.36,12/31/2018,40.12,0.0,918447.65,123600.79,01/01/2017
1383,NY05,"ACHILLE, CARL H.",DEM,CHALLENGER,14695.23,14458.77,236.46,09/30/2018,0.0,3464.16,14458.77,0.0,01/01/2018
1527,NY06,"MENG, GRACE",DEM,INCUMBENT,1334791.29,1426994.05,975747.63,12/31/2018,61.74,0.0,938584.7,1067950.39,01/01/2017
616,NY07,"VELAZQUEZ, NYDIA M.",DEM,INCUMBENT,1002969.41,888483.26,183412.7,12/31/2018,13.79,0.0,627629.04,68926.55,01/01/2017
920,NY07,"KURZON, JEFFREY M",DEM,CHALLENGER,9395.78,10517.76,-4071.4,11/26/2018,0.0,3584.2,10337.94,0.0,07/01/2018
617,NY08,"JEFFRIES, HAKEEM",DEM,INCUMBENT,1744152.95,1486075.47,1269682.34,12/31/2018,115.54,0.0,721052.91,1011604.86,01/01/2017
625,NY09,"BUNKEDDEKO, ADEM",DEM,CHALLENGER,278264.23,278264.23,324.23,12/31/2018,0.0,0.0,259040.0,0.0,01/01/2017
1793,NY09,"GAYOT, LUTCHI",REP,CHALLENGER,3875.0,3609.13,265.87,12/31/2018,0.0,0.0,3609.13,0.0,01/01/2018
1789,NY09,"CLARKE, YVETTE",DEM,INCUMBENT,1092047.31,1111543.25,61696.71,12/31/2018,0.0,0.0,876921.36,85192.45,01/01/2017
1479,NY10,"NADLER, JERROLD L.",DEM,INCUMBENT,1471204.74,1544540.69,610425.43,12/31/2018,37.73,0.0,1339792.69,683761.38,01/01/2017
1753,NY10,"LYNCH, HOLLY",DEM,CHALLENGER,515371.17,499948.11,15423.06,12/31/2018,0.0,501500.0,149902.79,0.0,10/01/2017
1723,NY10,"LEVIN, NAOMI",REP,CHALLENGER,82474.0,79218.12,3255.88,12/31/2018,0.0,860.0,78983.12,0.0,01/01/2018
1538,NY11,"MOHAN, RADHAKRISHNA",DEM,CHALLENGER,118663.12,116733.79,2029.33,12/31/2018,0.0,0.0,116733.79,0.0,10/01/2017
1537,NY11,"DEVITO, MICHAEL JR",DEM,CHALLENGER,47679.77,47679.77,0.0,12/31/2018,0.0,0.0,47679.77,0.0,04/01/2017
603,NY11,"MELSON, BOYD",DEM,CHALLENGER,102075.4,92996.26,9079.14,12/31/2018,0.0,2520.0,92009.22,0.0,04/01/2017
224,NY11,"ROSE, MAX",DEM,CHALLENGER,4679140.33,4441148.2,237992.13,12/31/2018,4806.9,537.6,4146904.52,0.0,07/01/2017
1773,NY11,"VAID, OMAR M",DEM,CHALLENGER,213183.75,211292.1,798.11,12/31/2018,0.0,0.0,210205.74,0.0,04/01/2017
97,NY11,"DECILLIS, ALFRED MICHAEL",DEM,CHALLENGER,18421.4,24630.86,-6209.46,12/31/2017,0.0,15942.83,24255.86,0.0,07/01/2017
92,NY11,"EMIG, ZACH",DEM,CHALLENGER,49985.9,49985.9,0.0,06/30/2018,0.0,29095.01,49985.9,0.0,03/22/2017
61,NY11,"DONOVAN, DAN",REP,INCUMBENT,2605455.11,2694356.32,97462.13,12/31/2018,7250.0,0.0,2627799.26,186363.34,01/01/2017
520,NY11,"GRIMM, MICHAEL",REP,CHALLENGER,478170.43,500577.88,30118.71,12/31/2018,0.0,0.0,447827.88,52526.16,01/01/2017
338,NY12,"HICKS, SANDER",DEM,CHALLENGER,16001.0,16002.47,97.5,12/31/2018,0.0,1590.0,34434.47,0.0,10/01/2017
44,NY12,"RABIN, ELIOT MR.",REP,CHALLENGER,35701.57,35435.16,296.41,12/31/2018,772.22,24358.36,32888.75,30.0,06/15/2018
621,NY12,"MALONEY, CAROLYN B.",DEM,INCUMBENT,2057782.1,2407391.51,107908.65,12/31/2018,0.0,0.0,2310083.51,457518.06,01/01/2017
1343,NY13,"BUTLER, JINEEA THE NEW AM",REP,CHALLENGER,5927.73,5826.0,201.73,06/30/2018,0.0,5927.73,5826.0,100.0,03/22/2018
2097,NY13,"ESPAILLAT, ADRIANO",DEM,INCUMBENT,826376.43,592948.43,268023.83,12/31/2018,0.0,0.0,451691.58,34595.83,01/01/2017
1456,NY14,"PAPPAS, ANTHONY",REP,CHALLENGER,8161.0,2500.0,5662.0,11/15/2018,0.0,0.0,2500.0,0.0,07/15/2018
2144,NY14,"OCASIO-CORTEZ, ALEXANDRIA",DEM,CHALLENGER,2147896.37,1782301.81,365236.59,12/31/2018,0.0,0.0,1716505.79,0.0,05/16/2017
473,NY14,"CROWLEY, JOSEPH",DEM,INCUMBENT,4007216.34,5119792.89,8779.35,12/31/2018,0.0,0.0,3747160.36,1121355.9,01/01/2017
558,NY15,"SERRANO, JOSE E.",DEM,INCUMBENT,261011.19,238235.31,65410.9,12/31/2018,0.0,0.0,179425.64,42635.02,01/01/2017
651,NY16,"ENGEL, ELIOT L.",DEM,INCUMBENT,1560770.35,2065197.87,197027.48,12/31/2018,13.79,0.0,1699582.28,701455.0,01/01/2017
965,NY16,"LAWRENCE, DERICKSON K",DEM,CHALLENGER,4620.0,3404.28,2431.44,03/31/2018,0.0,0.0,3404.28,0.0,01/01/2017
1014,NY16,"LEWIS, JONATHAN",DEM,CHALLENGER,893196.0,893196.0,0.0,10/11/2018,0.0,410500.0,855177.81,0.0,10/16/2017
810,NY17,"LOWEY, NITA M",DEM,INCUMBENT,1610875.71,1349827.64,930765.78,12/31/2018,26.04,0.0,761942.71,669717.71,01/01/2017
1037,NY17,"CIARDULLO, JOSEPH JOHN",REF,CHALLENGER,17014.33,16942.03,72.3,12/31/2018,0.0,984.33,16917.03,0.0,04/01/2018
1790,NY18,"SMITH, SCOTT A",NNE,CHALLENGER,275.0,257.0,179.0,12/31/2018,0.0,275.0,257.0,161.0,01/01/2017
2153,NY18,"O'DONNELL, JAMES D",REP,CHALLENGER,375801.0,281101.08,94858.32,12/31/2018,29100.0,0.0,267101.08,0.0,01/01/2018
635,NY18,"MALONEY, SEAN PATRICK",DEM,INCUMBENT,2710573.59,4431885.61,22233.56,12/31/2018,2048.86,0.0,1882941.89,1743545.58,01/01/2017
427,NY18,"BROWN, SAKIMA",REP,CHALLENGER,222507.83,229063.21,11844.58,12/31/2018,0.0,0.0,220406.21,18399.96,01/01/2017
350,NY19,"BRISEE, STEVEN MITCHELL",DEM,CHALLENGER,6494.25,5884.92,1093.01,06/30/2017,0.0,415.0,5750.0,483.68,04/01/2017
653,NY19,"FLYNN, BRIAN",DEM,CHALLENGER,1757503.37,1754001.82,3501.55,12/31/2018,1175.0,35400.0,1558551.35,0.0,01/01/2017
